,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,slopes,slopes20,slopess1p,slopes20s1p,vol_gt2,macdh_vol_gt1,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,last_max_20s1,last_min_20s1,cum_max,cum_maxs1,cum_min,cum_mins1,cum_min_mins,cum_max_maxs,max_Close_x,max_Close_fill,min_Close,min_Close_fill,buy_price,Buy,Buy_zero,Buy_count_tmp,Buy_count,Buy_count_compare,Sell,Sell_zero,Sell_count_tmp,Sell_count,max_Close_y,Buy,Sell
22,2022-08-31 10:25:00,12412.25,12412.25,12412.25,12412.25,16856.0,,,,55.3469895497375,0,0,12412.025,12412.525,,-19.135224520715145,-0.2800147381846446,-30.643528592638113,1.4213329773494916,n,n,n,n,n,n,12417.25,12407.5,12417.25,12417.25,12407.25,12407.25,nan,nan,,12415.0,,12409.0,NaN,NaN,0,0,0,,,,1,23,,NaN,NaN
23,2022-08-31 10:26:00,12412.0,12412.0,12412.0,12412.0,16902.0,,,,54.73249062118778,0,0,12411.7,12412.5375,,-7.594643368591445,-1.4105696701982693,-19.135224520715145,-0.2800147381846446,n,n,n,n,n,n,12417.25,12407.5,12417.25,12417.25,12407.25,12407.25,nan,nan,,12415.0,,12409.0,NaN,NaN,0,0,0,,,,1,24,,NaN,NaN
24,2022-08-31 10:27:00,12409.0,12409.0,12409.0,12409.0,16968.0,,,,47.86481961306086,0,0,12411.4,12412.5125,,-14.606737354446995,-7.018950003303621,-7.594643368591445,-1.4105696701982693,n,n,n,n,n,n,12417.25,12407.5,12417.25,12417.25,12407.25,12407.25,nan,nan,,12415.0,,12409.0,NaN,NaN,0,0,0,,,,1,25,,NaN,NaN
25,2022-08-31 10:28:00,12411.25,12411.25,12411.25,12411.25,17007.0,,,,52.662341754332395,0,0,12411.125,12412.7,,-5.452621987812531,-12.423853786337279,-14.606737354446995,-7.018950003303621,n,n,n,n,n,n,12417.25,12407.5,12417.25,12417.25,12407.25,12407.25,nan,nan,,12415.0,,12409.0,NaN,NaN,0,0,0,,,,1,26,,NaN,NaN
26,2022-08-31 10:29:00,12415.0,12415.0,12415.0,12415.0,17055.0,,,,59.37259119234983,0,0,12411.3,12412.95,,14.444035724492231,-12.95685595851296,-5.452621987812531,-12.423853786337279,n,n,n,n,n,n,12417.25,12409.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12415.0,,12409.0,NaN,NaN,0,0,0,,,,1,27,,NaN,NaN
27,2022-08-31 10:30:00,12413.75,12413.75,12413.75,12413.75,17125.0,,,,56.49767052648789,0,0,12411.5,12412.9375,,22.841415730228924,-11.423799275267143,14.444035724492231,-12.95685595851296,n,n,n,n,n,n,12417.25,12409.0,12417.25,12417.25,12407.25,12407.25,nan,nan,12413.75,12413.75,12408.0,12408.0,NaN,NaN,0,0,0,,,,1,28,12413.75,NaN,NaN
28,2022-08-31 10:31:00,12412.25,12412.25,12412.25,12412.25,17153.0,,,,53.170489365034555,0,0,12411.825,12412.8875,,16.460014812040036,-11.692574314575477,22.841415730228924,-11.423799275267143,n,n,n,n,n,n,12417.25,12409.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,29,,NaN,NaN
29,2022-08-31 10:32:00,12409.25,12409.25,12409.25,12409.25,17180.0,,,,47.18542950579827,0,0,12411.775,12412.6125,,0.9548412538721887,-12.926166845523934,16.460014812040036,-11.692574314575477,n,n,n,n,n,n,12417.25,12409.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,30,,NaN,NaN
30,2022-08-31 10:33:00,12408.0,12408.0,12408.0,12408.0,17205.0,,,,44.916717878456495,0,0,12411.375,12412.2125,,-9.884124007522072,-13.59955789801307,0.9548412538721887,-12.926166845523934,n,n,n,n,n,n,12417.25,12409.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,31,,NaN,NaN
31,2022-08-31 10:34:00,12409.0,12409.0,12409.0,12409.0,17260.0,,,,47.10769841817372,0,0,12411.175,12411.8,,-18.200238248885412,-11.764848260683356,-9.884124007522072,-13.59955789801307,n,n,n,n,n,n,12417.25,12408.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,32,,NaN,NaN
32,2022-08-31 10:35:00,12408.75,12408.75,12408.75,12408.75,17296.0,,,,46.60857354356863,0,0,12410.825,12411.425,,-21.27563707048083,-10.29157741399791,-18.200238248885412,-11.764848260683356,n,n,n,n,n,n,12416.25,12408.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,33,,NaN,NaN
33,2022-08-31 10:36:00,12411.0,12411.0,12411.0,12411.0,17337.0,-0.6752282124889462,-0.30183312196257045,-0.3733950905263757,51.58091660370575,0,0,12410.725,12411.2125,,-16.77885482540808,-7.252231137037521,-21.27563707048083,-10.29157741399791,n,n,n,n,n,y,12415.25,12408.0,12417.25,12417.25,12407.25,12407.25,nan,nan,,12413.75,,12408.0,NaN,NaN,0,0,0,,,,1,34,,NaN,NaN
