,Datetime,bs_test,bss1,bss2,Open,High,Low,Close,Volume,uptrend,bar_no,buysell,ret,count_no,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30
71,2023-03-23 19:22:00,,,,12863.75,12864.5,12856.25,12857.25,291,False,-1.0,,,71,-0.04579406580342038,0.1867114940075036,-0.23250555981092397,49.04294301158182,0,0
72,2023-03-23 19:24:00,,,,12857.5,12859.75,12857.0,12858.25,193,False,-1.0,,,72,-0.029821351379723637,0.16214736674496028,-0.1919687181246839,50.18464954255539,0,0
73,2023-03-23 19:26:00,,,,12858.25,12860.75,12857.25,12859.75,140,False,-1.0,,,73,0.10269084768515313,0.23572765264786963,-0.1330368049627165,51.924646839303286,0,0
74,2023-03-23 19:28:00,,,,12859.75,12860.0,12851.5,12852.25,333,False,-1.0,,,74,-0.3929499176938407,-0.20793049018489934,-0.18501942750894135,43.704712650356775,0,0
75,2023-03-23 19:30:00,,,,12852.0,12855.75,12850.75,12853.25,259,False,-1.0,,,75,-0.697022313159323,-0.40960230852030527,-0.2874200046390177,44.95591870316995,0,0
76,2023-03-23 19:32:00,,,,12853.0,12855.0,12852.0,12854.25,136,False,-1.0,,,76,-0.8475403174325038,-0.4480962502347889,-0.3994440671977149,46.24262531023523,0,0
77,2023-03-23 19:34:00,,,,12854.5,12858.25,12854.5,12858.0,232,False,-1.0,,,77,-0.6566636504958296,-0.20577566663849178,-0.45088798385733786,50.879717306673705,0,0
78,2023-03-23 19:36:00,,,,12857.75,12858.25,12855.0,12856.25,109,False,-1.0,,,78,-0.6392341974787996,-0.15067697089716936,-0.48855722658163026,48.76567644225953,0,0
79,2023-03-23 19:38:00,,,,12855.75,12858.25,12855.75,12856.5,61,False,-1.0,,,79,-0.5983509029774723,-0.08783494111667356,-0.5105159618607987,49.09110004180602,0,0
80,2023-03-23 19:40:00,,,,12856.25,12856.25,12852.5,12852.5,140,False,-1.0,,,80,-0.8785893371641578,-0.29445870024268717,-0.5841306369214706,44.248372804284095,0,0
81,2023-03-23 19:42:00,,,,12853.25,12854.5,12852.0,12852.5,66,False,-1.0,,,81,-1.0881369498511049,-0.40320505034370735,-0.6849318995073975,44.24837280428409,0,0
82,2023-03-23 19:44:00,,,,12853.0,12854.5,12852.5,12854.25,83,False,-1.0,,,82,-1.100310869192981,-0.3323031757484667,-0.7680076934445144,46.905918732659934,0,0
83,2023-03-23 19:46:00,,,,12853.75,12855.0,12853.75,12854.25,117,False,-1.0,,,83,-1.0973096849829744,-0.263441593230768,-0.8338680917522064,46.90591873265994,0,0
84,2023-03-23 19:48:00,,,,12854.75,12858.25,12854.75,12857.25,148,False,-1.0,,,84,-0.8431371368442342,-0.007415236073622156,-0.835721900770612,51.50211536574304,0,0
85,2023-03-23 19:50:00,,,,12857.75,12857.75,12852.5,12853.25,239,False,-1.0,,,85,-0.9534790192192304,-0.09420569475889462,-0.8592733244603358,45.80810520123152,0,0
86,2023-03-23 19:52:00,,,,12852.75,12853.5,12849.25,12853.5,292,False,-1.0,,,86,-1.009120334252657,-0.11987760783385681,-0.8892427264188001,46.20839303454913,0,0
87,2023-03-23 19:54:00,,,,12853.75,12854.75,12852.0,12853.5,81,False,-1.0,,,87,-1.0412140103126148,-0.1215770271150517,-0.9196369831975632,46.208393034549125,0,0
88,2023-03-23 19:56:00,,,,12854.0,12856.5,12852.75,12856.0,142,False,-1.0,,,88,-0.8550627421500394,0.051659392838019014,-0.9067221349880584,50.452885687862704,0,0
89,2023-03-23 19:58:00,,,,12856.5,12859.5,12854.5,12855.75,187,False,-1.0,,,89,-0.7194164466709481,0.1498445506536883,-0.8692609973246364,50.02777003521577,0,0
90,2023-03-23 20:00:00,,,,12855.5,12856.5,12852.75,12853.75,175,False,-1.0,,,90,-0.7644865405654855,0.08381956540732072,-0.8483061059728062,46.64188760896269,0,0
91,2023-03-23 20:02:00,Sell,,,12853.25,12855.25,12842.75,12843.25,553,False,-2.0,Sell,Sell,91,-1.6286926079701516,-0.6243092015978762,-1.0043834063722754,33.73362638020578,0,0
92,2023-03-23 20:04:00,Sell,Sell,,12843.0,12843.75,12832.0,12834.0,1230,False,-4.0,Sell,Sell,92,-3.0251082720824343,-1.616579892568127,-1.4085283795143073,26.718431960861082,0,1
93,2023-03-23 20:06:00,Sell,Sell,Sell,12833.25,12834.0,12825.5,12826.5,1112,False,-5.0,Sell,Sell,93,-4.682982558531876,-2.619563343214055,-2.063419215317821,22.612358161527418,0,1
