,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,date,uptrend,dates1,min_Close,max_Close,T_Buy,T_Sell,BS_list,a,as1,chk_repeat,Buy,Sell,Buy_zero,Buy_count_tmp,Buy_count,Sell_zero,Sell_count_tmp,Sell_count
0,2022-11-02 20:32:00,11325.0,11336.25,11324.75,11334.75,80792.58227848102,,,,,0,0,2022-11-02 20:32:00,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
1,2022-11-02 20:33:00,11334.75,11337.0,11332.5,11333.0,81456.5375,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
2,2022-11-02 20:34:00,11333.0,11336.75,11331.75,11333.25,81821.65753424658,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
3,2022-11-02 20:35:00,11333.25,11333.25,11327.75,11327.75,82206.03703703704,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
4,2022-11-02 20:36:00,11327.75,11331.75,11327.5,11331.0,82599.31707317074,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
5,2022-11-02 20:37:00,11331.0,11332.25,11323.5,11331.0,82921.42857142857,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
6,2022-11-02 20:38:00,11331.0,11334.5,11329.25,11334.5,83457.64634146342,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
7,2022-11-02 20:39:00,11333.5,11333.5,11329.0,11330.25,83849.5,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
8,2022-11-02 20:40:00,11330.5,11337.25,11325.5,11325.5,84583.12195121951,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
9,2022-11-02 20:41:00,11325.5,11329.0,11323.5,11326.25,85081.01219512195,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
10,2022-11-02 20:42:00,11326.25,11337.0,11326.25,11337.0,85427.98780487805,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
11,2022-11-02 20:43:00,11337.0,11337.5,11333.0,11335.75,85859.46987951807,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
12,2022-11-02 20:44:00,11335.75,11338.75,11333.5,11338.5,86126.81707317074,,,,,0,0,,True,,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
13,2022-11-02 20:45:00,11338.5,11344.5,11338.25,11344.5,86504.35,,,,,0,0,2022-11-02 20:45:00,True,2022-11-02 20:32:00,,,,,0,0,0,0,NaN,NaN,0,0,0,0,0,0
14,2022-11-02 20:46:00,11345.5,11350.75,11343.25,11344.5,87059.8,,,,67.43380101511269,0,0,,False,,,11344.5,,11344.5,-1,-1,-1,0,NaN,11344.5,0,0,0,11344.5,1,1
15,2022-11-02 20:47:00,11344.5,11348.75,11343.5,11348.25,87438.375,,,,71.33004684053286,1,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
16,2022-11-02 20:48:00,11348.25,11349.75,11345.0,11346.75,87674.38271604938,,,,67.83404488458497,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
17,2022-11-02 20:49:00,11348.0,11350.75,11347.25,11350.5,87871.775,,,,71.58370041736637,1,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
18,2022-11-02 20:50:00,11350.5,11351.5,11345.5,11347.5,88109.34177215189,,,,65.05057861499789,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
19,2022-11-02 20:51:00,11349.0,11350.0,11327.75,11335.5,88541.88461538461,,,,46.69337421603217,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
20,2022-11-02 20:52:00,11335.5,11338.0,11322.25,11322.25,89967.76623376623,,,,34.96155350333902,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
21,2022-11-02 20:53:00,11321.5,11325.0,11310.0,11323.25,90795.45,,,,36.26312999553244,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
22,2022-11-02 20:54:00,11323.25,11325.25,11316.25,11317.25,91329.18987341772,,,,32.11084456858129,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
23,2022-11-02 20:55:00,11317.75,11324.75,11317.0,11323.75,91783.03797468354,,,,40.111281762214084,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
24,2022-11-02 20:56:00,11323.75,11325.5,11321.0,11323.5,92169.07407407407,,,,39.91644249923352,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
25,2022-11-02 20:57:00,11323.5,11325.5,11316.75,11316.75,92488.69135802468,-4.951470882822832,,,34.97637201916076,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
26,2022-11-02 20:58:00,11317.25,11320.25,11310.75,11317.25,93063.29629629628,-5.460690133371827,,,35.61204950927587,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
27,2022-11-02 20:59:00,11317.25,11322.0,11317.25,11320.25,93325.6875,-5.558104758349145,,,39.437688724197066,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
28,2022-11-02 21:00:00,11320.25,11328.0,11318.75,11326.75,93593.7564102564,-5.052568014290955,,,46.81152861472059,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
29,2022-11-02 21:01:00,11326.75,11331.0,11324.25,11328.5,94025.8875,-4.459311955393787,,,48.62516846026052,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
30,2022-11-02 21:02:00,11328.5,11329.25,11324.75,11324.75,94224.53658536586,-4.242837129131658,,,45.078043409255386,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
31,2022-11-02 21:03:00,11326.0,11328.25,11325.25,11326.25,94429.50617283952,-3.9052248050902563,,,46.751324356637724,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
32,2022-11-02 21:04:00,11326.25,11331.5,11326.0,11331.5,94615.06329113925,-3.177406319813599,,,52.236286991720824,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
33,2022-11-02 21:05:00,11331.5,11332.5,11328.0,11331.5,94812.60256410256,-2.5709684032026416,1.80442964140477,-4.375398044607412,52.236286991720824,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
34,2022-11-02 21:06:00,11331.5,11340.0,11330.75,11338.75,95059.96153846152,-1.4881926177877176,2.3097643414557556,-3.797956959243473,59.00015531097494,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
35,2022-11-02 21:07:00,11339.25,11339.25,11335.5,11336.0,95416.30985915494,-0.8422777703235624,2.364543351135929,-3.2068211214594915,55.773838793451056,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
36,2022-11-02 21:08:00,11336.25,11336.75,11332.5,11333.75,95654.35897435895,-0.50610770156527,2.1605707359153774,-2.6666784374806474,53.210051427693635,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
37,2022-11-02 21:09:00,11334.25,11335.5,11332.0,11333.0,95890.12658227848,-0.2967880442574824,1.8959123145785322,-2.1927003588360146,52.34627631302169,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
38,2022-11-02 21:10:00,11332.25,11332.75,11327.25,11327.75,96098.66666666669,-0.5482123806214076,1.3155903825716857,-1.8638027631930933,46.63888216796589,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
39,2022-11-02 21:11:00,11327.75,11330.5,11324.75,11330.0,96381.625,-0.559462645513122,1.0434720941439772,-1.6029347396570992,49.19547947528508,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
40,2022-11-02 21:12:00,11330.75,11332.25,11327.5,11329.25,96594.8875,-0.6217303727589751,0.7849634935184993,-1.4066938662774744,48.36367711172424,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
41,2022-11-02 21:13:00,11329.25,11331.5,11327.75,11330.25,96732.56410256412,-0.5836583029631583,0.6584284506514528,-1.2420867536146112,49.587604648179976,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
42,2022-11-02 21:14:00,11330.25,11336.25,11330.25,11335.25,96889.26582278482,-0.1483179827191634,0.8750150167163584,-1.0233329994355218,55.29352277147996,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
43,2022-11-02 21:15:00,11335.5,11337.0,11332.25,11333.0,97081.175,0.01496366969513474,0.8306373353045252,-0.8156736656093905,52.41831988386159,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
44,2022-11-02 21:16:00,11333.0,11334.25,11332.25,11333.75,97277.34615384616,0.2025494239278487,0.8145784716297914,-0.6120290477019427,53.29021753839157,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
45,2022-11-02 21:17:00,11333.25,11335.5,11330.75,11334.5,97466.73417721518,0.40703912397839304,0.8152545373442686,-0.4082154133658756,54.19414057728576,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
46,2022-11-02 21:18:00,11334.75,11340.0,11334.75,11336.0,97697.43037974685,0.6822713491019385,0.8723894099742513,-0.19011806087231276,56.02698067175609,0,0,,False,,,,,,0,0,-1,5,NaN,NaN,0,0,0,0,0,1
