,Datetime,Open,High,Low,Close,Volume,SMA_50,SMA_200,BBL_20_2.0,BBM_20_2.0,BBU_20_2.0,BBB_20_2.0,BBP_20_2.0,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,CUMLOGRET_1,SMA_5_CUMLOGRET,slopes10,vol_gt2,macd_vol_gt1,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,date,uptrend,dates1,min_Close,max_Close,T_Buy,T_Sell,BS_list,a,as1,chk_repeat,Buy,Sell,Buy_zero,Buy_count_tmp,Buy_count,Sell_zero,Sell_count_tmp,Sell_count
33,2022-11-11 00:33:00,11453.75,11455.25,11447.0,11452.5,499015.82352941175,,,11410.649818181508,11438.15,11465.650181818492,0.4808501692754844,0.7609073658987777,2.002705500171942,4.094547120167691,-2.0918416199957495,55.549697668020606,0.0004585202975560756,0.0003055483745987464,40.213000879049986,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
34,2022-11-11 00:34:00,11452.25,11455.0,11449.0,11453.0,499807.14285714284,,,11411.19981330767,11439.2375,11467.275186692328,0.49020202076106667,0.7454285931472042,2.4772417359799874,3.6552666847805897,-1.178024948800602,55.818213390719265,0.000502177934375199,0.0004452985768085823,54.374147793926596,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
35,2022-11-11 00:35:00,11452.0,11452.0,11441.25,11446.0,500808.64705882355,,,11411.267092211398,11439.4375,11467.607907788602,0.4925138633539011,0.6164786120464884,2.262394151659464,2.7523352803680528,-0.48994112870858875,51.15883121183419,-0.0001092024942934413,0.0004977255070751667,45.0,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
36,2022-11-11 00:36:00,11446.0,11455.25,11445.5,11450.5,501838.0909090909,,,11411.346117935489,11439.925,11468.50388206451,0.49963408089668865,0.6850142349188134,2.427258361645727,2.333759592283452,0.09349876936227441,53.82715306458215,0.0002838706878905818,0.00046716149177731257,38.12654201163715,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
37,2022-11-11 00:37:00,11450.5,11452.75,11446.75,11448.25,502675.26470588235,,,11414.394785904122,11441.4125,11468.430214095879,0.4722793465558303,0.6265373520449435,2.349277234294277,1.8046227719456023,0.5446544623486749,52.28893933009219,8.735341011420945e-05,0.0002445439671285249,27.39236955189274,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
38,2022-11-11 00:38:00,11447.25,11451.75,11442.25,11451.75,503685.45714285714,,,11419.526782036975,11443.375,11467.223217963025,0.4168039230213915,0.6755896397161625,2.5406107985127164,1.5967650689312332,0.9438457295814833,54.46863640273425,0.00039303026838961207,0.00023144596129523218,15.012434911913022,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
39,2022-11-11 00:39:00,11450.5,11454.25,11449.75,11453.0,504596.6857142857,,,11424.394547467666,11445.1875,11465.980452532334,0.36334839481370335,0.6878641330001376,2.7612782827472984,1.453946042532652,1.3073322402146463,55.25486625948314,0.000502177934375199,0.00023144596129523218,3.3817273242763592,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
40,2022-11-11 00:40:00,11453.75,11463.5,11453.75,11462.75,505572.9705882353,,,11427.395897131093,11447.125,11466.854102868907,0.34469970178375653,0.8959886089048937,3.680476131845353,1.8985151133045652,1.7819610185407877,60.92299187284016,0.0013531211143569838,0.0005239106830253172,8.615648184164113,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
41,2022-11-11 00:41:00,11462.25,11474.75,11458.75,11474.5,507529.4411764706,,,11431.98472870002,11450.0,11468.01527129998,0.31467722794726055,1.1799786578852767,5.29602457621877,2.8112508461423857,2.484773730076384,66.44032641478958,0.0023776555313252193,0.0009426676517122447,51.60961884807763,y,y,y,n,y,n,2022-11-11 00:41:00,True,2022-11-11T00:32:00,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
42,2022-11-11 00:42:00,11474.75,11482.75,11473.75,11480.0,510078.79411764705,,,11433.013106650158,11452.5875,11472.161893349841,0.341833552458631,1.2002132712384226,6.9401605417388055,3.5643094493299374,3.375851092408868,68.67017554775039,0.002856864410216361,0.001496569851732675,71.48659967953324,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
43,2022-11-11 00:43:00,11478.0,11478.0,11471.5,11474.5,511575.1388888889,,,11432.509317096677,11454.0125,11475.515682903324,0.3754698696779534,0.9763829636782049,7.710464668094573,3.467690860548564,4.242773807546009,64.084577721902,0.0023776555313252193,0.0018934949043197965,74.53166034790887,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
44,2022-11-11 00:44:00,11475.0,11478.5,11470.5,11474.5,512493.2702702703,,,11431.800496783268,11455.075,11478.349503216734,0.4063614287419879,0.917302140009453,8.226110753779722,3.1866695569869696,5.039441196792752,64.084577721902,0.0023776555313252193,0.0022685904237098008,75.98924397679497,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
45,2022-11-11 00:45:00,11474.0,11474.25,11466.75,11469.75,513666.2,,,11432.719862847556,11456.325,11479.930137152445,0.4120891673803687,0.7843660664477223,8.157444743945234,2.494402837721986,5.663041906223248,60.067002194594586,0.0019636084330013795,0.0023906878874386797,73.67929496793406,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
46,2022-11-11 00:46:00,11471.75,11473.75,11468.25,11470.5,514486.0833333333,,,11433.985997802267,11457.65,11481.314002197732,0.41306903593202393,0.7715094406395785,8.070513314656637,1.9259771267467105,6.144536187909926,60.48820343091628,0.002028995689048471,0.0023209559189833304,70.82567548907754,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
47,2022-11-11 00:47:00,11470.5,11478.5,11467.25,11477.0,515340.0,,,11434.704406343357,11459.1875,11483.670593656643,0.4273094171230408,0.8637714303961502,8.428951501800839,1.8275322511127303,6.601419250688108,64.02934170561998,0.0025955062173273306,0.0022686842804055243,66.48762511761672,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
48,2022-11-11 00:48:00,11477.0,11483.75,11476.75,11483.25,516298.30555555556,,,11435.582735772829,11461.15,11486.71726422717,0.446155302516259,0.9321932883322342,9.112298212505266,2.0087031694537263,7.1035950430515395,67.08407640352284,0.0031399253899730556,0.002421138252135091,62.81412102075721,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
49,2022-11-11 00:49:00,11483.0,11486.5,11479.25,11486.5,517402.0,11448.645,,11436.526264075046,11463.225,11489.923735924955,0.465815438935452,0.9358820594619506,9.80309921704611,2.159603339195657,7.643495877850453,68.57838942522746,0.0034229062688845998,0.0026301883996469677,55.850386654120754,y,y,y,n,y,n,2022-11-11 00:49:00,True,2022-11-11T00:41:00,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
50,2022-11-11 00:50:00,11486.5,11486.5,11482.75,11484.5,518742.97142857144,11449.39,,11438.761066335339,11465.3,11491.83893366466,0.46294355428397627,0.8617326951151721,10.073064685366262,1.9436550460126476,8.129409639353614,66.57539112822481,0.0032487736664681315,0.0028872214463403177,48.65222278030634,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
51,2022-11-11 00:51:00,11485.0,11485.0,11475.0,11475.25,520007.67647058825,11449.8,,11440.281985174148,11466.45,11492.618014825854,0.456427487598217,0.6681442031151948,9.431891594331319,1.0419855639821627,8.389906030349156,58.120312344944494,0.0024430157204572947,0.0029700254526220824,39.13305558236412,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
52,2022-11-11 00:52:00,11475.25,11475.25,11465.5,11465.5,521205.6176470588,11450.065,,11440.621161509882,11466.675,11492.728838490117,0.4544270852730616,0.477450539573181,8.04428428261599,-0.27649739818653174,8.320781680802522,50.7972652018093,0.001592999867701635,0.0027695241826969433,17.571258778322427,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
53,2022-11-11 00:53:00,11465.0,11471.25,11464.25,11468.75,522655.3783783784,11450.635,,11442.251872902154,11467.4875,11492.723127097845,0.4401247805649718,0.5250142387012154,7.124714060813858,-0.9568540959909306,8.081568156804789,52.92640738119688,0.001876418773639599,0.002516822859430252,-10.975655172812552,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
54,2022-11-11 00:54:00,11468.75,11473.75,11466.75,11466.75,523484.9117647059,11451.17,,11443.821817455508,11468.175,11492.52818254449,0.4247089453115526,0.4707430435961317,6.163515578651641,-1.5344420625225181,7.697957641174159,51.450905519519964,0.0017020166454917527,0.0021726449347516824,-36.647012197759025,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
55,2022-11-11 00:55:00,11464.5,11469.75,11463.0,11468.0,524398.7428571428,11451.88,,11447.141371738051,11469.275,11491.408628261948,0.3859638601733521,0.4711976729501784,5.439915450706394,-1.806433752374212,7.246349203080606,52.34511541045697,0.001811021539919283,0.0018850945094419126,-55.379710249567765,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
56,2022-11-11 00:56:00,11467.75,11471.0,11467.5,11470.0,525083.5555555555,11452.395,,11449.861277627373,11470.25,11490.638722372627,0.35550615501191246,0.4938691597386298,4.970543094616005,-1.8206448867716807,6.791187981387686,53.8110058294557,0.0019854046600752597,0.0017935722973655057,-63.118982653633616,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
57,2022-11-11 00:57:00,11470.0,11480.75,11468.75,11478.5,525767.6,11453.04,,11453.78023443256,11471.7625,11489.744765567442,0.3135048440453953,0.6873373512011215,5.224219532497955,-1.2535747591117845,6.477794291609739,59.51134903549493,0.0027261938522849453,0.0020202110942821676,-57.89680913766868,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
58,2022-11-11 00:58:00,11474.0,11479.0,11473.25,11473.25,526476.2857142857,11453.47,,11457.375227363487,11472.8375,11488.299772636512,0.2695457446601567,0.5133389188542147,4.9446301942844,-1.2265312778602713,6.1711614721446715,54.99669810513009,0.0022687123886437365,0.0020986698172829952,-47.80475533086326,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
59,2022-11-11 00:59:00,11474.5,11479.5,11474.5,11478.5,527020.6764705882,11454.095,,11461.452054704941,11474.1125,11486.772945295057,0.2206784236263641,0.6732758958215102,5.0880330752388545,-0.8665027175246536,5.954535792763508,58.39567017161582,0.0027261938522849453,0.002303505258641634,0.6944602875497745,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
60,2022-11-11 01:00:00,11478.5,11485.25,11478.25,11483.75,527789.7352941176,11454.935,,11462.971032697886,11475.1625,11487.353967302115,0.21248443849252135,0.8521930456439021,5.561205895641251,-0.3146639176978052,5.875869813339056,61.525101210535105,0.0031834661223351223,0.002577994175124802,54.01762623612735,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
61,2022-11-11 01:01:00,11483.0,11488.75,11482.75,11482.75,528870.7058823529,11455.745,,11462.950519815136,11475.575,11488.199480184865,0.22002348788386283,0.7841701161130381,5.788777696290708,-0.06967369363867881,5.858451389929387,60.590223533689105,0.003096382761733288,0.0028001897954564076,64.32644361206887,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
62,2022-11-11 01:02:00,11483.75,11488.0,11478.0,11479.75,529997.3823529412,11456.535,,11462.95508650729,11475.5625,11488.16991349271,0.21972628344291417,0.666072922190644,5.661789475188925,-0.15732953179236908,5.819119006981294,57.75493357544177,0.0028350871696097334,0.002821968458921365,61.975499467929744,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
63,2022-11-11 01:03:00,11479.75,11484.25,11473.75,11482.0,530777.8387096775,11457.52,,11463.036070816528,11475.9375,11488.838929183472,0.22484314128535327,0.7349545896731619,5.677262641274865,-0.11348509256514383,5.790747733840009,59.29346034659806,0.0030310652642411245,0.002974439034040843,61.528262766580625,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
64,2022-11-11 01:04:00,11482.0,11483.5,11477.25,11483.5,531840.6944444445,11458.565,,11463.096078896524,11476.3875,11489.678921103477,0.23163074797669125,0.7675598020944049,5.744345462097044,-0.0371218173943717,5.781467279491416,60.330695136159775,0.0031616959931286214,0.003061539462209578,57.945779623797414,y,y,n,y,n,y,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
65,2022-11-11 01:05:00,11483.5,11495.75,11483.5,11495.25,532781.5882352941,11459.63,,11462.414323880263,11477.6625,11492.910676119738,0.26570176845220467,1.076708317830674,6.668762538673036,0.7098362073452957,5.95892633132774,67.3491122301752,0.004184380083785705,0.0032617222544996946,61.879375474538136,y,y,y,n,y,n,,True,,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
66,2022-11-11 01:06:00,11495.25,11497.25,11491.75,11496.5,534435.1081081082,11460.745,,11462.037463071643,11478.9625,11495.887536928356,0.29488792089627175,1.018093404293195,7.4167387378292915,1.1662499252012406,6.250488812628051,67.99777882924045,0.0042931147387147385,0.0035010686498959847,63.62466925374733,y,y,y,n,y,n,2022-11-11 01:06:00,True,2022-11-11T00:49:00,,,,,0,0,1,5,NaN,NaN,0,0,1,0,0,0
67,2022-11-11 01:07:00,11496.5,11496.5,11491.0,11493.25,535582.59375,11462.24,,11461.778542015096,11479.775,11497.771457984903,0.31353328762809074,0.8743792253815654,7.658979478046604,1.126792532334842,6.532186945711762,64.41459684275429,0.004010380039846634,0.003736127223943365,65.84998774392439,y,y,y,n,y,n,,False,,,11493.25,,11493.25,-1,-1,0,1,NaN,11493.25,0,0,1,11493.25,1,1
68,2022-11-11 01:08:00,11494.25,11498.5,11494.25,11497.25,536926.5428571429,11463.935,,11460.96673252207,11480.475,11499.98326747793,0.339851225283442,0.9299459195691717,8.08057573345286,1.2387110301928796,6.841864703259981,66.73779617309455,0.004358349856976519,0.004001584142490444,64.88516511385544,y,y,y,n,y,n,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
69,2022-11-11 01:09:00,11497.25,11497.25,11491.5,11494.5,537796.9393939395,11465.49,,11460.576908957046,11480.875,11501.173091042954,0.3535983284018715,0.83562269405451,8.09942663745096,1.0060495473527835,7.093377090098177,63.6606843951812,0.004119133615227673,0.004193071666910254,62.79598892393039,y,y,y,n,y,n,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
70,2022-11-11 01:10:00,11494.0,11494.0,11484.75,11489.75,538783.3939393939,11466.805,,11460.52532216897,11481.1375,11501.74967783103,0.359061597006914,0.7089177589724145,7.6429773270501755,0.4396801895615985,7.203297137488577,58.63202837319498,0.003705807092271742,0.004097357068607461,58.851419013805,y,y,y,n,y,n,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
71,2022-11-11 01:11:00,11489.75,11489.75,11481.25,11481.75,539740.2727272727,11468.1,,11461.027679838662,11481.4625,11501.897320161337,0.3559619719410743,0.5070345615408035,6.560084251072112,-0.5145703091331715,7.074654560205284,51.28440320901304,0.0030092918169590784,0.003840592484256329,38.23382517744694,y,y,n,y,n,y,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
72,2022-11-11 01:12:00,11482.0,11489.5,11481.5,11488.5,541084.9393939395,11469.305,,11463.34499172527,11482.6125,11501.88000827473,0.33559450473017466,0.6527831185032464,6.175366493525871,-0.7194304533435298,6.894796946869401,56.264570576941594,0.0035970085544169256,0.003757918187170387,5.796532445352653,y,y,n,y,n,y,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
73,2022-11-11 01:13:00,11488.5,11494.75,11488.5,11493.25,541825.4242424242,11470.25,,11465.14440301233,11483.8375,11502.53059698767,0.3255548850751378,0.7517640604499276,6.182492279000144,-0.5698437342954055,6.752336013295549,59.40925758180137,0.004010380039846634,0.0036883242237444104,-15.738801437449457,y,y,n,y,n,y,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
74,2022-11-11 01:14:00,11493.75,11495.25,11488.75,11489.0,542610.4166666666,11470.965,,11467.879118360148,11484.95,11502.020881639854,0.2972739391961273,0.6186230472872692,5.778588067858436,-0.7789983563496907,6.557586424208127,55.55992292911105,0.0036405293900236865,0.0035926033787036125,-43.025065989118026,y,y,n,y,n,y,,False,,,,,,0,0,0,0,NaN,NaN,0,0,1,0,0,1
