,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,MA10,MA20,MA50,slopes,slopes20,slopess1p,slopes20s1p,macd_slopes10,macds1,macdss1,buy_pt,sell_pt,buy_pt_s1,sell_pt_s1,macdps1,macdsps1,macd_dn_to_up,macd_up_to_dn,macd_above_up,macd_above_dn,macd_below_up,macd_below_dn,vol_gt2,max,min,max_macd_val,max_macd_idx,min_macd_val,min_macd_idx,buy_price,Buy,Buy_zero,tot_buy,Buy_count_tmp,Buy_count,Sell,Sell_zero,tot_sell,Sell_count_tmp,Sell_count
0,2022-11-03 17:32:00,10912.5,10921.25,10912.5,10920.75,78616.83333333333,,,,,0,0,,,,,,,,,,,n,n,,,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
1,2022-11-03 17:33:00,10923.5,10925.25,10919.0,10924.5,79055.74285714286,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
2,2022-11-03 17:34:00,10924.5,10927.0,10922.5,10923.25,79393.39393939394,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
3,2022-11-03 17:35:00,10923.25,10923.25,10917.25,10917.75,79572.57575757576,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
4,2022-11-03 17:36:00,10917.75,10923.75,10917.75,10921.25,79780.20588235294,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
5,2022-11-03 17:37:00,10923.0,10929.5,10923.0,10929.0,80011.35294117648,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,10929.0,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
6,2022-11-03 17:38:00,10927.75,10928.5,10926.25,10928.5,80180.71428571429,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
7,2022-11-03 17:39:00,10928.5,10929.0,10925.75,10925.75,80273.94117647059,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
8,2022-11-03 17:40:00,10925.75,10926.75,10923.75,10925.5,80360.42857142857,,,,,0,0,,,,,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
9,2022-11-03 17:41:00,10925.75,10926.0,10921.25,10922.0,80493.25714285714,,,,,0,0,10923.825,,,23.209066977146918,,,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
10,2022-11-03 17:42:00,10922.0,10929.0,10921.75,10924.25,80668.82352941176,,,,,0,0,10924.175,,,13.87271689228464,,23.209066977146918,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
11,2022-11-03 17:43:00,10922.5,10923.0,10918.5,10923.0,80868.18181818182,,,,,0,0,10924.025,,,11.560130794217768,,13.87271689228464,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
12,2022-11-03 17:44:00,10923.0,10926.25,10922.5,10923.5,80979.15151515152,,,,,0,0,10924.05,,,7.082274260960964,,11.560130794217768,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
13,2022-11-03 17:45:00,10923.5,10925.0,10921.5,10921.5,81037.61764705883,,,,,0,0,10924.425,,,-23.501739957362314,,7.082274260960964,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
14,2022-11-03 17:46:00,10922.5,10922.5,10920.0,10921.0,81095.35294117648,,,,50.35460992907801,0,0,10924.4,,,-39.8055710922652,,-23.501739957362314,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
15,2022-11-03 17:47:00,10921.25,10923.5,10921.0,10921.25,81158.34285714285,,,,50.730914997292906,0,0,10923.625,,,-34.93371577224734,,-39.8055710922652,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
16,2022-11-03 17:48:00,10921.25,10921.25,10914.75,10914.75,81260.13888888889,,,,41.84903974988835,0,0,10922.25,,,-40.61558999887777,,-34.93371577224734,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
17,2022-11-03 17:49:00,10914.75,10919.5,10913.25,10917.75,81439.25,,,,46.50429472015637,0,0,10921.45,,,-41.01338515959014,,-40.61558999887777,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
18,2022-11-03 17:50:00,10917.75,10918.0,10915.25,10916.25,81552.45714285714,,,,44.58250554938707,0,0,10920.525,,,-41.455233544405125,,-41.01338515959014,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
19,2022-11-03 17:51:00,10917.75,10918.5,10914.5,10917.0,81621.4,,,,45.78880830927787,0,0,10920.025,10921.925,,-44.3414568224364,-19.48171185149408,-41.455233544405125,,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
20,2022-11-03 17:52:00,10917.25,10917.25,10911.25,10912.75,81722.8,,,,40.419561336775416,0,0,10918.875,10921.525,,-47.5291616119341,-26.7199275127673,-44.3414568224364,-19.48171185149408,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
21,2022-11-03 17:53:00,10912.75,10912.75,10909.5,10909.75,81821.88888888889,,,,37.11145801648377,0,0,10917.55,10920.7875,,-52.75177915429672,-31.989891320464245,-47.5291616119341,-26.7199275127673,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
22,2022-11-03 17:54:00,10909.75,10910.75,10907.0,10907.5,81943.72727272728,,,,34.810326141335814,0,0,10915.95,10920.0,,-55.71312302279104,-37.79586444148872,-52.75177915429672,-31.989891320464245,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
23,2022-11-03 17:55:00,10907.25,10907.5,10903.5,10905.0,82145.38235294117,,,,32.40596024094461,0,0,10914.3,10919.3625,,-59.444951475279524,-45.71782139580873,-55.71312302279104,-37.79586444148872,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
24,2022-11-03 17:56:00,10906.25,10906.25,10903.75,10904.25,82275.55555555556,,,,31.698603438193796,0,0,10912.625,10918.5125,,-60.88385373392108,-50.46216424643702,-59.444951475279524,-45.71782139580873,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
25,2022-11-03 17:57:00,10903.75,10908.75,10903.75,10907.0,82385.25714285714,,,,37.118518939004446,0,0,10911.2,10917.4125,,-56.78474850626281,-50.43596316947882,-60.88385373392108,-50.46216424643702,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
26,2022-11-03 17:58:00,10907.5,10909.75,10903.5,10903.5,82517.65625,,,,33.4774013487867,0,0,10910.075,10916.1625,,-59.68995055292546,-50.98014538025471,-56.78474850626281,-50.43596316947882,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
27,2022-11-03 17:59:00,10903.25,10905.25,10901.5,10905.25,82753.85294117648,,,,36.81484402623089,0,0,10908.825,10915.1375,,-55.63029911395079,-51.08237568605085,-59.68995055292546,-50.98014538025471,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
28,2022-11-03 18:00:00,10905.25,10905.75,10903.0,10905.75,82989.20588235294,,,,37.77540149028218,0,0,10907.775,10914.15,,-48.61430709478105,-50.4053585457501,-55.63029911395079,-51.08237568605085,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
29,2022-11-03 18:01:00,10907.5,10910.75,10906.25,10908.5,83130.875,,,,42.915526288707966,0,0,10906.925,10913.475,,-25.65511530479063,-49.3774097679765,-48.61430709478105,-50.4053585457501,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
30,2022-11-03 18:02:00,10908.5,10908.5,10899.25,10900.0,83339.34375,,,,33.660075744291575,0,0,10905.65,10912.2625,,-25.159301916031655,-49.91472728084127,-25.65511530479063,-49.3774097679765,,,,n,n,n,n,,,n,n,n,n,n,n,n,Nan,Nan,,,,,NaN,NaN,0,0.0,0,0,,0,0.0,0,0
