,Datetime,Open,High,Low,Close,Volume,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,RSI_14,RSI_14_A_70,RSI_14_B_30,min_Close,max_Close,T_Buy,T_Sell,BS_list,a,as1,chk_repeat,Buy,Sell,Buy_zero,Buy_count_tmp,Buy_count,Sell_zero,Sell_count_tmp,Sell_count
20,2022-12-22T18:57:00,11327.25,11329.75,11326.5,11329.0,39586.933333333334,,,,56.00626901323636,0,0,11329.0,11329.0,11329.0,11329.0,0,0,0,0,11329.0,11329.0,11329.0,1,21,11329.0,1,21
21,2022-12-22T18:58:00,11329.0,11329.75,11327.75,11329.75,39633.93548387097,,,,57.79059035999702,0,0,11329.75,11329.75,11329.75,11329.75,0,0,0,0,11329.75,11329.75,11329.75,1,22,11329.75,1,22
22,2022-12-22T18:59:00,11329.75,11329.75,11327.25,11327.25,39662.206896551725,,,,50.44592822174908,0,0,11327.25,11327.25,11327.25,11327.25,0,0,0,0,11327.25,11327.25,11327.25,1,23,11327.25,1,23
23,2022-12-22T19:00:00,11327.25,11329.25,11327.25,11328.5,39693.34482758621,,,,53.619886313529676,0,0,11328.5,11328.5,11328.5,11328.5,0,0,0,0,11328.5,11328.5,11328.5,1,24,11328.5,1,24
24,2022-12-22T19:01:00,11328.5,11328.5,11323.5,11324.75,39778.642857142855,,,,44.426598730085736,0,0,11324.75,11324.75,11324.75,11324.75,0,0,0,0,11324.75,11324.75,11324.75,1,25,11324.75,1,25
25,2022-12-22T19:02:00,11324.75,11327.5,11323.25,11326.5,39869.58620689655,0.5652244594130025,,,48.83526430756276,0,0,11326.5,11326.5,11326.5,11326.5,0,0,0,0,11326.5,11326.5,11326.5,1,26,11326.5,1,26
26,2022-12-22T19:03:00,11326.5,11327.25,11323.5,11327.25,40005.32258064516,0.564175243873251,,,50.64244554887627,0,0,11327.25,11327.25,11327.25,11327.25,0,0,0,0,11327.25,11327.25,11327.25,1,27,11327.25,1,27
27,2022-12-22T19:04:00,11327.25,11329.25,11326.75,11328.5,40129.65517241379,0.6566389611143677,,,53.584988879331,0,0,11328.5,11328.5,11328.5,11328.5,0,0,0,0,11328.5,11328.5,11328.5,1,28,11328.5,1,28
28,2022-12-22T19:05:00,11328.5,11329.25,11327.75,11328.75,40169.55172413793,0.7415419992812531,,,54.17342766057914,0,0,11328.75,11328.75,11328.75,11328.75,0,0,0,0,11328.75,11328.75,11328.75,1,29,11328.75,1,29
29,2022-12-22T19:06:00,11328.0,11329.25,11327.75,11329.25,40210.44827586207,0.8394968924385466,,,55.39150558682406,0,0,11329.25,11329.25,11329.25,11329.25,0,0,0,0,11329.25,11329.25,11329.25,1,30,11329.25,1,30
30,2022-12-22T19:07:00,11329.0,11330.75,11328.5,11329.0,40289.75,0.886732243005099,,,54.609906898119306,0,0,11329.0,11329.0,11329.0,11329.0,0,0,0,0,11329.0,11329.0,11329.0,1,31,11329.0,1,31
31,2022-12-22T19:08:00,11329.0,11329.0,11325.5,11326.75,40364.07142857143,0.7341476060646528,,,48.03984524714514,0,0,11326.75,11326.75,11326.75,11326.75,0,0,0,0,11326.75,11326.75,11326.75,1,32,11326.75,1,32
32,2022-12-22T19:09:00,11326.75,11328.5,11326.0,11328.5,40415.892857142855,0.7458360232085397,,,52.79660739589419,0,0,11328.5,11328.5,11328.5,11328.5,0,0,0,0,11328.5,11328.5,11328.5,1,33,11328.5,1,33
33,2022-12-22T19:10:00,11328.25,11329.5,11326.25,11326.75,40467.807692307695,0.6068929195662349,-0.09762778576320363,0.7045207053294386,48.058589429683536,0,0,11326.75,11326.75,11326.75,11326.75,0,0,0,0,11326.75,11326.75,11326.75,1,34,11326.75,1,34
34,2022-12-22T19:11:00,11326.75,11326.75,11325.5,11326.5,40502.03571428572,0.47117518400955305,-0.18667641705590843,0.6578516010654615,47.40411397476084,0,0,11326.5,11326.5,11326.5,11326.5,0,0,0,0,11326.5,11326.5,11326.5,1,35,11326.5,1,35
35,2022-12-22T19:12:00,11326.5,11328.0,11326.5,11327.0,40547.07142857143,0.3993601469337591,-0.20679316330536202,0.6061533102391211,48.90287867863448,0,0,11327.0,11327.0,11327.0,11327.0,0,0,0,0,11327.0,11327.0,11327.0,1,36,11327.0,1,36
36,2022-12-22T19:13:00,11328.0,11328.0,11326.75,11327.25,40582.06896551724,0.35848671165149426,-0.19813327887010157,0.5566199905215958,49.67506060004539,0,0,11327.25,11327.25,11327.25,11327.25,0,0,0,0,11327.25,11327.25,11327.25,1,37,11327.25,1,37
37,2022-12-22T19:14:00,11327.25,11327.25,11324.5,11324.5,40612.89655172414,0.10300482689672208,-0.362892130899899,0.4658969577966211,42.132514942841226,0,0,11324.5,11324.5,11324.5,11324.5,0,0,0,0,11324.5,11324.5,11324.5,1,38,11324.5,1,38
38,2022-12-22T19:15:00,11324.5,11326.25,11324.5,11325.75,40651.354838709674,0.0013822126093145926,-0.37161179614984524,0.37299400875915983,46.13601659769346,0,0,11325.75,11325.75,11325.75,11325.75,0,0,0,0,11325.75,11325.75,11325.75,1,39,11325.75,1,39
39,2022-12-22T19:16:00,11325.75,11325.75,11322.75,11323.75,40721.142857142855,-0.23779655599355465,-0.4886324518021716,0.2508358958086169,41.2219746229464,0,0,11323.75,11323.75,11323.75,11323.75,0,0,0,0,11323.75,11323.75,11323.75,1,40,11323.75,1,40
40,2022-12-22T19:17:00,11323.75,11325.0,11323.5,11325.0,40785.63333333333,-0.3227622971389792,-0.4588785543580769,0.1361162572190977,45.153933387941684,0,0,11325.0,11325.0,11325.0,11325.0,0,0,0,0,11325.0,11325.0,11325.0,1,41,11325.0,1,41
41,2022-12-22T19:18:00,11325.0,11325.75,11317.25,11317.75,40914.275862068964,-0.9640002732812718,-0.8800932244002956,-0.08390704888097622,31.847060843057672,0,0,11317.75,11317.75,11317.75,11317.75,0,0,0,0,11317.75,11317.75,11317.75,1,42,11317.75,1,42
42,2022-12-22T19:19:00,11317.75,11319.5,11316.75,11316.75,41054.1724137931,-1.5351810207084782,-1.1610191774620016,-0.3741618432464766,30.51142054474448,0,0,11316.75,11316.75,11316.75,11316.75,0,0,0,0,11316.75,11316.75,11316.75,1,43,11316.75,1,43
43,2022-12-22T19:20:00,11317.25,11317.25,11313.75,11315.5,41204.892857142855,-2.0649074636094156,-1.3525964962903512,-0.7123109673190644,28.88090248710613,0,1,11315.5,11315.5,11315.5,11315.5,0,0,0,0,11315.5,11315.5,11315.5,1,44,11315.5,1,44
44,2022-12-22T19:21:00,11316.25,11317.0,11315.5,11317.0,41305.607142857145,-2.336745474844065,-1.2995476060200004,-1.0371978688240646,33.47513643831945,0,0,11317.0,11317.0,11317.0,11317.0,0,0,0,0,11317.0,11317.0,11317.0,1,45,11317.0,1,45
45,2022-12-22T19:22:00,11317.0,11319.0,11315.0,11318.5,41382.607142857145,-2.4034362759557553,-1.0929907257053526,-1.3104455502504027,37.80213760769174,0,0,11318.5,11318.5,11318.5,11318.5,0,0,0,0,11318.5,11318.5,11318.5,1,46,11318.5,1,46
46,2022-12-22T19:23:00,11318.75,11325.5,11318.75,11321.0,41465.2,-2.2288671169881127,-0.7347372533901679,-1.4941298635979448,44.30430412715985,0,0,11321.0,11321.0,11321.0,11321.0,0,0,0,0,11321.0,11321.0,11321.0,1,47,11321.0,1,47
47,2022-12-22T19:24:00,11321.0,11321.5,11318.75,11319.0,41573.76666666667,-2.2262403728727804,-0.5856884074198685,-1.640551965452912,40.643717237356896,0,0,11319.0,11319.0,11319.0,11319.0,0,0,0,0,11319.0,11319.0,11319.0,1,48,11319.0,1,48
48,2022-12-22T19:25:00,11319.25,11322.0,11319.25,11320.75,41641.51724137931,-2.05921098221188,-0.33492721340717435,-1.7242837688047057,44.93120698505025,0,0,11320.75,11320.75,11320.75,11320.75,0,0,0,0,11320.75,11320.75,11320.75,1,49,11320.75,1,49
49,2022-12-22T19:26:00,11320.5,11320.5,11318.25,11318.25,41696.54838709677,-2.104310907108811,-0.3040217106432843,-1.8002891964655268,40.43747587829303,0,0,11318.25,11318.25,11318.25,11318.25,0,0,0,0,11318.25,11318.25,11318.25,1,50,11318.25,1,50
50,2022-12-22T19:27:00,11317.75,11317.75,11312.5,11313.25,41808.06451612903,-2.5145252538841305,-0.5713888459348828,-1.9431364079492477,33.27053991143505,0,0,11313.25,11313.25,11313.25,11313.25,0,0,0,0,11313.25,11313.25,11313.25,1,51,11313.25,1,51
51,2022-12-22T19:28:00,11313.25,11313.25,11309.5,11309.5,42117.82142857143,-3.106408001314776,-0.9306172746924224,-2.1757907266223535,29.10423021791277,0,1,11309.5,11309.5,11309.5,11309.5,0,0,0,0,11309.5,11309.5,11309.5,1,52,11309.5,1,52
52,2022-12-22T19:29:00,11310.75,11311.5,11309.0,11310.5,42326.709677419356,-3.4549610598260188,-1.0233362665629322,-2.4316247932630866,31.565286630572608,0,0,11310.5,11310.5,11310.5,11310.5,0,0,0,0,11310.5,11310.5,11310.5,1,53,11310.5,1,53
53,2022-12-22T19:30:00,11310.5,11311.0,11306.25,11307.5,42497.03333333333,-3.9279874041330913,-1.1970900886960036,-2.7308973154370877,28.382168485362577,0,1,11307.5,11307.5,11307.5,11307.5,0,0,0,0,11307.5,11307.5,11307.5,1,54,11307.5,1,54
54,2022-12-22T19:31:00,11307.5,11309.5,11306.5,11306.5,42702.807692307695,-4.333600780393681,-1.2821627719652744,-3.0514380084284065,27.390632433556465,0,1,11306.5,11306.5,11306.5,11306.5,0,0,0,0,11306.5,11306.5,11306.5,1,55,11306.5,1,55
55,2022-12-22T19:32:00,11307.25,11307.25,11303.0,11303.5,42891.166666666664,-4.841319513585404,-1.4319052041255977,-3.409414309459806,24.612662906057324,0,1,11303.5,11303.5,11303.5,11303.5,0,0,0,0,11303.5,11303.5,11303.5,1,56,11303.5,1,56
56,2022-12-22T19:33:00,11304.0,11306.75,11302.0,11306.75,43082.25,-4.924673854249704,-1.2122076358319185,-3.7124662184177857,32.58899141240635,0,0,11306.75,11306.75,11306.75,11306.75,0,0,0,0,11306.75,11306.75,11306.75,1,57,11306.75,1,57
57,2022-12-22T19:34:00,11306.75,11309.75,11306.0,11308.5,43185.25806451613,-4.794257182642468,-0.8654327713797461,-3.928824411262722,36.485848685869335,0,0,11308.5,11308.5,11308.5,11308.5,0,0,0,0,11308.5,11308.5,11308.5,1,58,11308.5,1,58
58,2022-12-22T19:35:00,11308.25,11308.25,11306.75,11307.75,43297.03448275862,-4.697272529017937,-0.6147584942041711,-4.082514034813766,35.537690554114846,0,0,11307.75,11307.75,11307.75,11307.75,0,0,0,0,11307.75,11307.75,11307.75,1,59,11307.75,1,59
59,2022-12-22T19:36:00,11308.25,11308.25,11304.0,11304.5,43384.392857142855,-4.827016489522066,-0.5956019637666401,-4.231414525755426,31.69406520128656,0,0,11304.5,11304.5,11304.5,11304.5,0,0,0,0,11304.5,11304.5,11304.5,1,60,11304.5,1,60
60,2022-12-22T19:37:00,11304.75,11306.0,11304.75,11305.75,43475.23333333333,-4.773943905989654,-0.43402350418738234,-4.339920401802272,34.622861011354324,0,0,11305.75,11305.75,11305.75,11305.75,0,0,0,0,11305.75,11305.75,11305.75,1,61,11305.75,1,61
61,2022-12-22T19:38:00,11305.75,11306.75,11304.5,11306.5,43538.75862068965,-4.618129843040151,-0.22256755299030306,-4.395562290049848,36.38533941235654,0,0,11306.5,11306.5,11306.5,11306.5,0,0,0,0,11306.5,11306.5,11306.5,1,62,11306.5,1,62
62,2022-12-22T19:39:00,11306.75,11306.75,11303.25,11306.0,43626.620689655174,-4.483311077561666,-0.07019903000945416,-4.413112047552212,35.694475790831035,0,0,11306.0,11306.0,11306.0,11306.0,0,0,0,0,11306.0,11306.0,11306.0,1,63,11306.0,1,63
63,2022-12-22T19:40:00,11305.5,11309.25,11305.5,11308.5,43711.21428571428,-4.127161776088542,0.22876021717093664,-4.355921993259479,41.659232324224135,0,0,11308.5,11308.5,11308.5,11308.5,0,0,0,0,11308.5,11308.5,11308.5,1,64,11308.5,1,64
64,2022-12-22T19:41:00,11308.5,11309.0,11307.25,11308.75,43778.666666666664,-3.7811512205043982,0.45981661820406483,-4.240967838708463,42.23624392855756,0,0,11308.75,11308.75,11308.75,11308.75,0,0,0,0,11308.75,11308.75,11308.75,1,65,11308.75,1,65
65,2022-12-22T19:42:00,11309.0,11309.75,11307.5,11309.25,43828.933333333334,-3.4270842470941716,0.6511068732914334,-4.078191120385605,43.44108063441789,0,0,11309.25,11309.25,11309.25,11309.25,0,0,0,0,11309.25,11309.25,11309.25,1,66,11309.25,1,66
66,2022-12-22T19:43:00,11309.25,11311.75,11308.25,11308.5,43918.36666666667,-3.1704553163926903,0.7261886431943321,-3.8966439595870224,42.02509953054241,0,0,11308.5,11308.5,11308.5,11308.5,0,0,0,0,11308.5,11308.5,11308.5,1,67,11308.5,1,67
67,2022-12-22T19:44:00,11308.5,11309.0,11306.0,11308.0,44014.607142857145,-2.973148258817673,0.7387965606154796,-3.711944819433153,41.06412292909757,0,0,11308.0,11308.0,11308.0,11308.0,0,0,0,0,11308.0,11308.0,11308.0,1,68,11308.0,1,68
68,2022-12-22T19:45:00,11308.0,11308.0,11306.25,11306.75,44109.51612903226,-2.8843960255744605,0.6620390350869538,-3.5464350606614143,38.68265349291772,0,0,11306.75,11306.75,11306.75,11306.75,0,0,0,0,11306.75,11306.75,11306.75,1,69,11306.75,1,69
69,2022-12-22T19:46:00,11306.75,11311.5,11306.75,11311.0,44259.392857142855,-2.442958851092044,0.8827809676554965,-3.3257398187475404,49.42260903689313,0,0,11311.0,11311.0,11311.0,11311.0,0,0,0,0,11311.0,11311.0,11311.0,1,70,11311.0,1,70
70,2022-12-22T19:47:00,11311.5,11312.5,11309.75,11312.25,44364.833333333336,-1.9695484283347469,1.084953112330235,-3.054501540664982,52.081079986128934,0,0,11312.25,11312.25,11312.25,11312.25,0,0,0,0,11312.25,11312.25,11312.25,1,71,11312.25,1,71
71,2022-12-22T19:48:00,11312.25,11313.25,11311.0,11312.0,44448.51724137931,-1.5961408500679681,1.1666885524776114,-2.7628294025455795,51.49806318376682,0,0,11312.0,11312.0,11312.0,11312.0,0,0,0,0,11312.0,11312.0,11312.0,1,72,11312.0,1,72
72,2022-12-22T19:49:00,11312.0,11315.0,11312.0,11314.5,44529.48275862069,-1.0859652163835563,1.3414913489296185,-2.4274565653131748,56.71615381700091,0,0,11314.5,11314.5,11314.5,11314.5,0,0,0,0,11314.5,11314.5,11314.5,1,73,11314.5,1,73
73,2022-12-22T19:50:00,11314.5,11314.5,11311.5,11312.5,44645.709677419356,-0.8334234496360295,1.2752264925417163,-2.108649942177746,51.90513017071145,0,0,11312.5,11312.5,11312.5,11312.5,0,0,0,0,11312.5,11312.5,11312.5,1,74,11312.5,1,74
74,2022-12-22T19:51:00,11313.0,11314.0,11310.5,11311.25,44717.833333333336,-0.7257804876571754,1.1062955636164564,-1.8320760512736318,49.10168652832682,0,0,11311.25,11311.25,11311.25,11311.25,0,0,0,0,11311.25,11311.25,11311.25,1,75,11311.25,1,75
75,2022-12-22T19:52:00,11311.25,11312.75,11310.75,11312.75,44778.57142857143,-0.5135157113199966,1.0548482719629082,-1.5683639832829048,52.42253295422588,0,0,11312.75,11312.75,11312.75,11312.75,0,0,0,0,11312.75,11312.75,11312.75,1,76,11312.75,1,76
76,2022-12-22T19:53:00,11312.75,11313.0,11311.25,11311.75,44836.933333333334,-0.4211314482472517,0.9177860280285226,-1.3389174762757743,50.076816387425026,0,0,11311.75,11311.75,11311.75,11311.75,0,0,0,0,11311.75,11311.75,11311.75,1,77,11311.75,1,77
77,2022-12-22T19:54:00,11311.75,11313.75,11311.75,11313.0,44887.73333333333,-0.2442362968558882,0.875744943535909,-1.1199812403917973,52.91311646925171,0,0,11313.0,11313.0,11313.0,11313.0,0,0,0,0,11313.0,11313.0,11313.0,1,78,11313.0,1,78
78,2022-12-22T19:55:00,11313.5,11317.0,11313.5,11317.0,44997.03703703704,0.21622840918462316,1.0689677196611362,-0.8527393104765132,60.622693805096986,0,0,11317.0,11317.0,11317.0,11317.0,0,0,0,0,11317.0,11317.0,11317.0,1,79,11317.0,1,79
79,2022-12-22T19:56:00,11317.25,11318.0,11314.75,11317.75,45091.06896551724,0.6343562739257322,1.1896764675217963,-0.5553201935960641,61.88288544633431,0,0,11317.75,11317.75,11317.75,11317.75,0,0,0,0,11317.75,11317.75,11317.75,1,80,11317.75,1,80
80,2022-12-22T19:57:00,11317.75,11318.5,11316.5,11317.25,45235.857142857145,0.9148341591317148,1.176123482182223,-0.26128932305050834,60.49296830322412,0,0,11317.25,11317.25,11317.25,11317.25,0,0,0,0,11317.25,11317.25,11317.25,1,81,11317.25,1,81
81,2022-12-22T19:58:00,11317.0,11317.75,11312.5,11313.0,45361.0,0.7851249904579163,0.8371314508067397,-0.05200646034882342,50.176671789326065,0,0,11313.0,11313.0,11313.0,11313.0,0,0,0,0,11313.0,11313.0,11313.0,1,82,11313.0,1,82
82,2022-12-22T19:59:00,11313.0,11314.5,11310.75,11311.75,45476.833333333336,0.5748386048526299,0.5014760521611628,0.07336255269146724,47.605215070729656,0,0,11311.75,11311.75,11311.75,11311.75,0,0,0,0,11311.75,11311.75,11311.75,1,83,11311.75,1,83
83,2022-12-22T20:00:00,11311.75,11317.0,11311.75,11315.0,45628.46428571428,0.6627927061035734,0.47154412272968493,0.1912485833738885,54.18011826545713,0,0,11315.0,11315.0,11315.0,11315.0,0,0,0,0,11315.0,11315.0,11315.0,1,84,11315.0,1,84
84,2022-12-22T20:01:00,11315.0,11317.5,11315.0,11316.75,45711.666666666664,0.8637505608603533,0.5380015819891718,0.3257489788711815,57.288174083397614,0,0,11316.75,11316.75,11316.75,11316.75,0,0,0,0,11316.75,11316.75,11316.75,1,85,11316.75,1,85
85,2022-12-22T20:02:00,11316.75,11317.75,11316.25,11316.5,45814.82142857143,0.9914098423851101,0.5325286908111428,0.45888115157396725,56.69650648221937,0,0,11316.5,11316.5,11316.5,11316.5,0,0,0,0,11316.5,11316.5,11316.5,1,86,11316.5,1,86
86,2022-12-22T20:03:00,11316.5,11317.5,11315.5,11315.75,45902.17857142857,1.0203006203028053,0.44913557498307044,0.5711650453197349,54.86579288975582,0,0,11315.75,11315.75,11315.75,11315.75,0,0,0,0,11315.75,11315.75,11315.75,1,87,11315.75,1,87
87,2022-12-22T20:04:00,11315.75,11315.75,11313.0,11314.25,45956.892857142855,0.9116503680143069,0.2723882581556576,0.6392621098586493,51.29815681666732,0,0,11314.25,11314.25,11314.25,11314.25,0,0,0,0,11314.25,11314.25,11314.25,1,88,11314.25,1,88
88,2022-12-22T20:05:00,11314.25,11314.5,11313.25,11314.0,46035.666666666664,0.7961933285496343,0.12554497495278805,0.6706483535968463,50.706357130356764,0,0,11314.0,11314.0,11314.0,11314.0,0,0,0,0,11314.0,11314.0,11314.0,1,89,11314.0,1,89
89,2022-12-22T20:06:00,11313.75,11318.75,11313.75,11318.5,46119.8275862069,1.0556364648273302,0.3079904889843871,0.7476459758429431,59.71523997422454,0,0,11318.5,11318.5,11318.5,11318.5,0,0,0,0,11318.5,11318.5,11318.5,1,90,11318.5,1,90
90,2022-12-22T20:07:00,11318.5,11319.0,11316.25,11318.0,46223.6129032258,1.206987794221277,0.3674734547026671,0.8395143395186099,58.43729457059883,0,0,11318.0,11318.0,11318.0,11318.0,0,0,0,0,11318.0,11318.0,11318.0,1,91,11318.0,1,91
91,2022-12-22T20:08:00,11318.0,11318.0,11313.5,11316.0,46325.346153846156,1.1522688893946906,0.25020363990086447,0.9020652494938262,53.504821606586034,0,0,11316.0,11316.0,11316.0,11316.0,0,0,0,0,11316.0,11316.0,11316.0,1,92,11316.0,1,92
92,2022-12-22T20:09:00,11316.0,11318.25,11316.0,11316.0,46494.75,1.0962666831728711,0.15536114694323588,0.9409055362296352,53.50482160658602,0,0,11316.0,11316.0,11316.0,11316.0,0,0,0,0,11316.0,11316.0,11316.0,1,93,11316.0,1,93
93,2022-12-22T20:10:00,11316.0,11322.0,11316.0,11321.25,46624.3,1.4587006619640306,0.41423610058751614,1.0444645613765144,63.009953781802764,0,0,11321.25,11321.25,11321.25,11321.25,0,0,0,0,11321.25,11321.25,11321.25,1,94,11321.25,1,94
94,2022-12-22T20:11:00,11321.25,11321.5,11319.5,11321.25,46740.724137931036,1.7260355380876717,0.5452567813689257,1.180778756718746,63.009953781802764,0,0,11321.25,11321.25,11321.25,11321.25,0,0,0,0,11321.25,11321.25,11321.25,1,95,11321.25,1,95
95,2022-12-22T20:12:00,11321.75,11325.0,11321.0,11324.25,46837.48275862069,2.1551322582654393,0.7794828012373545,1.3756494570280848,67.42348481543647,0,0,11324.25,11324.25,11324.25,11324.25,0,0,0,0,11324.25,11324.25,11324.25,1,96,11324.25,1,96
96,2022-12-22T20:13:00,11324.75,11325.0,11323.0,11324.25,46988.57142857143,2.4667592355181114,0.8728878227920212,1.5938714127260902,67.42348481543647,0,0,11324.25,11324.25,11324.25,11324.25,0,0,0,0,11324.25,11324.25,11324.25,1,97,11324.25,1,97
97,2022-12-22T20:14:00,11324.25,11325.5,11321.25,11322.0,47043.892857142855,2.5033130298270407,0.7275532936807605,1.7757597361462802,61.08392801252297,0,0,11322.0,11322.0,11322.0,11322.0,0,0,0,0,11322.0,11322.0,11322.0,1,98,11322.0,1,98
98,2022-12-22T20:15:00,11322.0,11322.25,11319.0,11319.5,47127.03571428572,2.303994059217075,0.4225874584566358,1.8814066007604393,54.90642400949403,0,0,11319.5,11319.5,11319.5,11319.5,0,0,0,0,11319.5,11319.5,11319.5,1,99,11319.5,1,99
99,2022-12-22T20:16:00,11319.5,11324.0,11319.5,11323.5,47206.06896551724,2.440664449090036,0.44740627866367744,1.9932581704263588,61.59821222859891,0,0,11323.5,11323.5,11323.5,11323.5,0,0,0,0,11323.5,11323.5,11323.5,1,100,11323.5,1,100
100,2022-12-22T20:17:00,11323.5,11323.5,11320.0,11320.25,47308.07407407407,2.2606692907393153,0.21392889625036515,2.04674039448895,54.51902145101733,0,0,11320.25,11320.25,11320.25,11320.25,0,0,0,0,11320.25,11320.25,11320.25,1,101,11320.25,1,101
101,2022-12-22T20:18:00,11320.25,11320.25,11316.75,11316.75,47401.41379310345,1.8146825508247275,-0.1856462749313783,2.000328825756106,48.107023666094065,0,0,11316.75,11316.75,11316.75,11316.75,0,0,0,0,11316.75,11316.75,11316.75,1,102,11316.75,1,102
102,2022-12-22T20:19:00,11317.25,11321.0,11317.25,11319.75,47502.7037037037,1.6838988366362173,-0.2531439912959108,1.9370428279321281,53.18898401638991,0,0,11319.75,11319.75,11319.75,11319.75,0,0,0,0,11319.75,11319.75,11319.75,1,103,11319.75,1,103
103,2022-12-22T20:20:00,11319.75,11320.25,11316.0,11316.0,47584.137931034486,1.2630979342193314,-0.5391559149702376,1.802253849189569,46.9937528418005,0,0,11316.0,11316.0,11316.0,11316.0,0,0,0,0,11316.0,11316.0,11316.0,1,104,11316.0,1,104
